report_month,payment_group,product_id,source_id,volume
2023-01,payment,1441,45,814780
2023-01,payment,1442,45,78356498
2023-01,payment,1443,45,2500000
2023-01,payment,1452,45,50185248
2023-01,payment,1463,45,583200
2023-01,payment,1486,45,12043025
2023-01,payment,1491,45,2000000
2023-01,payment,1494,45,143698948
2023-01,payment,1495,45,161910
2023-01,payment,1497,45,8919550
2023-01,payment,1506,45,7212822
2023-01,payment,1509,45,12340427
2023-01,payment,1563,45,991450
2023-01,payment,1574,45,181000
2023-01,payment,1582,45,4914150
2023-01,payment,1583,45,17252149
2023-01,payment,1584,45,16797643
2023-01,payment,1585,45,13874844
2023-01,payment,1586,45,24533321
2023-01,payment,1587,45,21557797
2023-01,payment,1614,45,1728420
2023-01,payment,1621,45,46559215
2023-01,payment,1622,45,7982015
2023-01,payment,1627,45,1484800
2023-01,payment,1628,45,5379810
2023-01,payment,1629,45,2478005
2023-01,payment,1630,45,319000
2023-01,payment,1644,45,2470000
2023-01,payment,1645,45,10998195
2023-01,payment,1650,45,140600
2023-01,payment,1668,45,123000
2023-01,payment,1675,45,522483584
2023-01,payment,1682,45,72000
2023-01,payment,1689,45,1601910
2023-01,payment,1697,45,78000
2023-01,payment,1714,45,8822200
2023-01,payment,1716,45,210800
2023-01,payment,1718,45,27557070
2023-01,payment,1741,45,19288392
2023-01,payment,1744,45,280000
2023-01,payment,1756,45,1552000
2023-01,payment,1758,45,504000
2023-01,payment,1759,45,99000
2023-01,payment,1847,45,596700
2023-01,payment,1855,45,1060000
2023-01,payment,2174,45,168800
2023-01,payment,2218,45,1170000
2023-01,payment,2219,45,366000
2023-01,payment,2220,45,777000
2023-01,payment,2356,45,469000
2023-01,payment,10033,45,5500
2023-01,payment,10039,45,1899799
2023-01,refund,1976,37,852173308
2023-01,refund,1976,38,3520890417
2023-01,refund,1976,39,443387276
2023-01,refund,1976,39,111281678
2023-02,payment,12,45,525812529
2023-02,payment,17,45,295806538
2023-02,payment,18,45,1032749549
2023-02,payment,19,45,146572589
2023-02,payment,20,45,694065444
2023-02,payment,24,45,1289070393
2023-02,payment,32,45,84000
2023-02,payment,54,45,1350000
2023-02,payment,61,45,1251669062
2023-02,payment,69,45,173510722
2023-02,payment,83,45,4669900
2023-02,payment,99,45,25273446
2023-02,payment,108,45,97053807
2023-02,payment,110,45,34987170
2023-02,payment,113,45,110000
2023-02,payment,118,45,1007400
2023-02,payment,124,45,3875678
2023-02,payment,205,45,7016000
2023-02,payment,223,45,1691500
2023-02,payment,225,45,37123743
2023-02,payment,237,45,668000
2023-02,payment,287,45,1581300
2023-02,payment,325,45,3589000
2023-02,payment,328,45,118184475
2023-02,payment,331,45,1956003
2023-02,payment,335,45,2661000
2023-02,payment,343,45,330000
2023-02,payment,360,45,28734864
2023-02,payment,361,45,188899293
2023-02,payment,372,45,2622628097
2023-02,payment,416,45,660000
2023-02,payment,422,45,1595943156
2023-02,payment,426,45,4452827
2023-02,payment,427,45,31748208
2023-02,payment,429,45,4058380300
2023-02,payment,430,45,1089316261
2023-02,payment,431,45,1704473326
2023-02,payment,441,45,387909045
2023-02,payment,451,45,377144483
2023-02,payment,453,45,118471605
2023-02,payment,455,45,73969373
2023-02,payment,576,45,1109000
2023-02,payment,579,45,8881992
2023-02,payment,599,45,253624790
2023-02,payment,601,45,118614831
2023-02,payment,602,45,67110403
2023-02,payment,603,45,31429532
2023-02,payment,605,45,54888587
2023-02,payment,606,45,119606176
2023-02,payment,612,45,295348532
2023-02,payment,615,45,192663422
2023-02,payment,616,45,877800
2023-02,payment,617,45,360000
2023-02,payment,620,45,33600915
2023-02,payment,626,45,74767237
2023-02,payment,634,45,19654045
2023-02,payment,640,45,21117000
2023-02,payment,641,45,17943799
2023-02,payment,648,45,4596000
2023-02,payment,651,45,1471393
2023-02,payment,654,45,40714760
2023-02,payment,662,45,12759995
2023-02,payment,664,45,50000
2023-02,payment,665,45,21196490
2023-02,payment,670,45,3435000
2023-02,payment,671,45,6651576
2023-02,payment,672,45,332834620
2023-02,payment,681,45,1160145
2023-02,payment,687,45,378000
2023-02,payment,696,45,574000
2023-02,payment,700,45,29938738
2023-02,payment,701,45,1258000
2023-02,payment,704,45,1971000
2023-02,payment,708,45,381243025
2023-02,payment,714,45,4232500
2023-02,payment,717,45,318780
2023-02,payment,721,45,20334022
2023-02,payment,722,45,1517600
2023-02,payment,737,45,6909290
2023-02,payment,738,45,32707220
2023-02,payment,739,45,1641600
2023-02,payment,744,45,7858575
2023-02,payment,747,45,21850210
2023-02,payment,752,45,1134000
2023-02,payment,755,45,6151000
2023-02,payment,766,45,5726625
2023-02,payment,767,45,66481453
2023-02,payment,786,45,1814920
2023-02,payment,787,45,4191000
2023-02,payment,791,45,959693552
2023-02,payment,804,45,220120432
2023-02,payment,814,45,953550
2023-02,payment,836,45,16652684
2023-02,payment,839,45,66000
2023-02,payment,854,45,2601310
2023-02,payment,881,45,6285000
2023-02,payment,892,45,81583804
2023-02,payment,907,45,60952602
2023-02,payment,908,45,988000
2023-02,payment,936,45,6119728
2023-02,payment,943,45,880600
2023-02,payment,966,45,562000
2023-02,payment,976,45,1056000
2023-02,payment,984,45,23761000
2023-02,payment,988,45,8518000
2023-02,payment,992,45,31474856
2023-02,payment,1013,45,594000
2023-02,payment,1014,45,6402052
2023-02,payment,1016,45,8560000
2023-02,payment,1020,45,2226500
2023-02,payment,1023,45,76976901
2023-02,payment,1057,45,18896454
2023-02,payment,1059,45,6989085
2023-02,payment,1063,45,95120958
2023-02,payment,1078,45,40342375
2023-02,payment,1084,45,9616000
2023-02,payment,1110,45,4763550
2023-02,payment,1122,45,130050
2023-02,payment,1125,45,49941676
2023-02,payment,1127,45,680000
2023-02,payment,1130,45,3540000
2023-02,payment,1143,45,66571682
2023-02,payment,1151,45,3085500
2023-02,payment,1154,45,65627571
2023-02,payment,1156,45,30163900
2023-02,payment,1163,45,6467000
2023-02,payment,1195,45,1220000
2023-02,payment,1207,45,70488615
2023-02,payment,1223,45,1470000
2023-02,payment,1243,45,2477716
2023-02,payment,1249,45,668000
2023-02,payment,1251,45,3289480
2023-02,payment,1277,45,15542282
2023-02,payment,1283,45,745000
2023-02,payment,1305,45,60705450
2023-02,payment,1306,45,12878600
2023-02,payment,1312,45,330000
2023-02,payment,1313,45,60000
2023-02,payment,1316,45,25266130
2023-02,payment,1326,45,59678918
2023-02,payment,1330,45,210554773
2023-02,payment,1337,45,20669411
2023-02,payment,1347,45,904000
2023-02,payment,1350,45,200000
2023-02,payment,1397,45,25854349
2023-02,payment,1400,45,988400
2023-02,payment,1403,45,92431668
2023-02,payment,1404,45,1085000
2023-02,payment,1435,45,70417414
2023-02,payment,1441,45,200000
2023-02,payment,1442,45,164112404
2023-02,payment,1452,45,18881139
2023-02,payment,1463,45,1006000
2023-02,payment,1478,45,195000
2023-02,payment,1481,45,1015000
2023-02,payment,1486,45,33473950
2023-02,payment,1491,45,1557000
2023-02,payment,1494,45,263806433
2023-02,payment,1497,45,1313000
2023-02,payment,1506,45,6624389
2023-02,payment,1509,45,39201228
2023-02,payment,1513,45,1556979
2023-02,payment,1546,45,1185646
2023-02,payment,1549,45,2831767
2023-02,payment,1563,45,5544763
2023-02,payment,1574,45,203000
2023-02,payment,1578,45,922000
2023-02,payment,1582,45,11161912
2023-02,payment,1583,45,28774607
2023-02,payment,1584,45,19159209
2023-02,payment,1585,45,19695244
2023-02,payment,1586,45,24595356
2023-02,payment,1587,45,48283150
2023-02,payment,1609,45,813000
2023-02,payment,1614,45,1079000
2023-02,payment,1621,45,133535193
2023-02,payment,1622,45,10396600
2023-02,payment,1627,45,7529000
2023-02,payment,1628,45,18247062
2023-02,payment,1629,45,15455996
2023-02,payment,1630,45,67000
2023-02,payment,1644,45,1466000
2023-02,payment,1645,45,8360494
2023-02,payment,1646,45,467000
2023-02,payment,1650,45,133200
2023-02,payment,1668,45,1130000
2023-02,payment,1675,45,617254875
2023-02,payment,1678,45,216000
2023-02,payment,1682,45,1103300
2023-02,payment,1684,45,525710
2023-02,payment,1689,45,4168100
2023-02,payment,1714,45,11446016
2023-02,payment,1716,45,9566700
2023-02,payment,1718,45,33947131
2023-02,payment,1741,45,17545515
2023-02,payment,1743,45,120000
2023-02,payment,1748,45,80000
2023-02,payment,1756,45,2417400
2023-02,payment,1758,45,149000
2023-02,payment,1759,45,1600000
2023-02,payment,1765,45,108200
2023-02,payment,1766,45,923000
2023-02,payment,1799,45,923450
2023-02,payment,1847,45,2718000
2023-02,payment,1855,45,9688030
2023-02,payment,2174,45,5296666
2023-02,payment,2218,45,3695000
2023-02,payment,2219,45,1187000
2023-02,payment,2220,45,2382000
2023-02,payment,2356,45,3940000
2023-02,payment,10033,45,114050
2023-02,payment,10039,45,6607560
2023-02,payment,15067,45,4679000
2023-02,refund,1976,39,111500
2023-02,refund,1976,37,1794436949
2023-02,refund,1976,38,7522440976
2023-02,refund,1976,39,910819764
2023-02,refund,1976,39,2675894726
2023-03,payment,12,45,405504433
2023-03,payment,15,45,1395827579
2023-03,payment,17,45,227654297
2023-03,payment,18,45,1042889072
2023-03,payment,19,45,142618926
2023-03,payment,20,45,979029140
2023-03,payment,54,45,706000
2023-03,payment,61,45,1246214442
2023-03,payment,69,45,193935990
2023-03,payment,83,45,11548700
2023-03,payment,99,45,43534084
2023-03,payment,108,45,95298734
2023-03,payment,110,45,57533799
2023-03,payment,113,45,240000
2023-03,payment,118,45,695000
2023-03,payment,124,45,16113977
2023-03,payment,205,45,9688995
2023-03,payment,223,45,2443000
2023-03,payment,225,45,70185782
2023-03,payment,237,45,509000
2023-03,payment,287,45,1377000
2023-03,payment,318,45,3732500
2023-03,payment,325,45,6149950
2023-03,payment,328,45,122748325
2023-03,payment,331,45,1503000
2023-03,payment,335,45,2004100
2023-03,payment,360,45,33233159
2023-03,payment,361,45,306278452
2023-03,payment,372,45,3821853548
2023-03,payment,416,45,390000
2023-03,payment,422,45,1568061937
2023-03,payment,426,45,17801595
2023-03,payment,427,45,17535300
2023-03,payment,429,45,3289070346
2023-03,payment,430,45,887225813
2023-03,payment,431,45,1566695223
2023-03,payment,441,45,495020755
2023-03,payment,451,45,566330994
2023-03,payment,453,45,210248546
2023-03,payment,455,45,109841715
2023-03,payment,579,45,166541905
2023-03,payment,589,45,236000
2023-03,payment,599,45,424208247
2023-03,payment,601,45,208874241
2023-03,payment,602,45,121707550
2023-03,payment,603,45,64968722
2023-03,payment,605,45,77244668
2023-03,payment,606,45,174544347
2023-03,payment,612,45,555779656
2023-03,payment,615,45,239346680
2023-03,payment,617,45,234000
2023-03,payment,620,45,43847063
2023-03,payment,626,45,93342459
2023-03,payment,634,45,21007887
2023-03,payment,640,45,38019102
2023-03,payment,641,45,42285205
2023-03,payment,648,45,6180000
2023-03,payment,651,45,1448550
2023-03,payment,654,45,45364652
2023-03,payment,662,45,21531529
2023-03,payment,664,45,315000
2023-03,payment,665,45,36844190
2023-03,payment,670,45,5420000
2023-03,payment,671,45,20072329
2023-03,payment,672,45,553962065
2023-03,payment,677,45,3192000
2023-03,payment,678,45,30515000
2023-03,payment,681,45,4245634
2023-03,payment,687,45,617000
2023-03,payment,696,45,881000
2023-03,payment,697,45,701000
2023-03,payment,700,45,48777296
2023-03,payment,701,45,2381500
2023-03,payment,704,45,3669000
2023-03,payment,708,45,2298372571
2023-03,payment,714,45,3992914
2023-03,payment,717,45,1162300
2023-03,payment,721,45,28391538
2023-03,payment,722,45,1658830
2023-03,payment,737,45,18669396
2023-03,payment,738,45,47410167
2023-03,payment,744,45,12459700
2023-03,payment,747,45,49840591
2023-03,payment,752,45,4607000
2023-03,payment,766,45,11520169
2023-03,payment,767,45,133491253
2023-03,payment,787,45,3495331
2023-03,payment,791,45,1650466427
2023-03,payment,794,45,22242
2023-03,payment,804,45,265397809
2023-03,payment,814,45,3651547
2023-03,payment,836,45,18876157
2023-03,payment,839,45,1779200
2023-03,payment,854,45,5946307
2023-03,payment,881,45,8053400
2023-03,payment,892,45,130512597
2023-03,payment,898,45,38467480
2023-03,payment,905,45,1299200
2023-03,payment,907,45,64307310
2023-03,payment,908,45,934000
2023-03,payment,936,45,9890260
2023-03,payment,943,45,190000
2023-03,payment,984,45,35469268
2023-03,payment,988,45,7291873
2023-03,payment,992,45,36230360
2023-03,payment,1013,45,398000
2023-03,payment,1014,45,3614000
2023-03,payment,1016,45,15670477
2023-03,payment,1020,45,4256297
2023-03,payment,1023,45,68108541
2023-03,payment,1057,45,37223647
2023-03,payment,1059,45,9359635
2023-03,payment,1063,45,363816457
2023-03,payment,1078,45,298494275
2023-03,payment,1084,45,9722690
2023-03,payment,1087,45,193000
2023-03,payment,1110,45,11484880
2023-03,payment,1122,45,332400
2023-03,payment,1125,45,40273576
2023-03,payment,1127,45,154000
2023-03,payment,1130,45,2670000
2023-03,payment,1143,45,182040128
2023-03,payment,1151,45,9137567
2023-03,payment,1154,45,73059108
2023-03,payment,1156,45,27001062
2023-03,payment,1163,45,10215700
2023-03,payment,1195,45,1463000
2023-03,payment,1200,45,16320110
2023-03,payment,1207,45,84992460
2023-03,payment,1243,45,4709000
2023-03,payment,1249,45,1040000
2023-03,payment,1251,45,6864000
2023-03,payment,1277,45,39587641
2023-03,payment,1278,45,606200
2023-03,payment,1305,45,129019694
2023-03,payment,1306,45,29320362
2023-03,payment,1312,45,1680000
2023-03,payment,1313,45,150000
2023-03,payment,1316,45,32346762
2023-03,payment,1326,45,63392327
2023-03,payment,1330,45,301349719
2023-03,payment,1337,45,34656435
2023-03,payment,1347,45,7225000
2023-03,payment,1397,45,9455340
2023-03,payment,1400,45,1276900
2023-03,payment,1403,45,107578648
2023-03,payment,1404,45,2260000
2023-03,payment,1435,45,86865196
2023-03,payment,1441,45,1018000
2023-03,payment,1442,45,257455374
2023-03,payment,1452,45,73485003
2023-03,payment,1460,45,156000
2023-03,payment,1463,45,1470000
2023-03,payment,1486,45,46757047
2023-03,payment,1491,45,599000
2023-03,payment,1494,45,358572158
2023-03,payment,1495,45,761540
2023-03,payment,1497,45,6540200
2023-03,payment,1506,45,13403744
2023-03,payment,1509,45,355790833
2023-03,payment,1513,45,1058632
2023-03,payment,1546,45,1682568
2023-03,payment,1563,45,7384500
2023-03,payment,1574,45,854000
2023-03,payment,1578,45,824000
2023-03,payment,1582,45,15095383
2023-03,payment,1583,45,46415254
2023-03,payment,1584,45,25194617
2023-03,payment,1585,45,29838164
2023-03,payment,1586,45,47707414
2023-03,payment,1587,45,93992847
2023-03,payment,1609,45,3565000
2023-03,payment,1614,45,1618200
2023-03,payment,1621,45,183073032
2023-03,payment,1622,45,12071855
2023-03,payment,1627,45,6800000
2023-03,payment,1628,45,22858000
2023-03,payment,1629,45,20732969
2023-03,payment,1630,45,298000
2023-03,payment,1644,45,3033500
2023-03,payment,1645,45,13782135
2023-03,payment,1646,45,1302000
2023-03,payment,1668,45,348000
2023-03,payment,1675,45,1047264206
2023-03,payment,1677,45,4330170
2023-03,payment,1679,45,3526600
2023-03,payment,1683,45,44000
2023-03,payment,1684,45,223502
2023-03,payment,1688,45,354000
2023-03,payment,1689,45,9091666
2023-03,payment,1696,45,3279000
2023-03,payment,1697,45,82000
2023-03,payment,1714,45,25138891
2023-03,payment,1716,45,6141400
2023-03,payment,1718,45,107766835
2023-03,payment,1719,45,2313547
2023-03,payment,1720,45,21706618
2023-03,payment,1741,45,27006720
2023-03,payment,1745,45,160000
2023-03,payment,1748,45,160000
2023-03,payment,1756,45,2664400
2023-03,payment,1759,45,276000
2023-03,payment,1761,45,1297800
2023-03,payment,1766,45,441760
2023-03,payment,1799,45,2691980
2023-03,payment,1820,45,8833406
2023-03,payment,1847,45,1483000
2023-03,payment,1855,45,10152581
2023-03,payment,1889,45,114308939
2023-03,payment,2172,45,13585007
2023-03,payment,2174,45,17795083
2023-03,payment,2188,45,82662103
2023-03,payment,2218,45,5333000
2023-03,payment,2219,45,1528936
2023-03,payment,2220,45,2424000
2023-03,payment,2356,45,1952000
2023-03,payment,2587,45,290000
2023-03,payment,10033,45,19002
2023-03,payment,10039,45,6113400
2023-03,payment,15067,45,3321000
2023-03,refund,1976,37,2962187382
2023-03,refund,1976,38,11652415177
2023-03,refund,1976,39,1660931261
2023-03,refund,1976,39,4731275843
2023-04,payment,3,45,6000
2023-04,payment,12,45,379013493
2023-04,payment,15,45,2810487679
2023-04,payment,17,45,489440838
2023-04,payment,18,45,1261017518
2023-04,payment,19,45,152161508
2023-04,payment,20,45,1129623885
2023-04,payment,28,45,148614625
2023-04,payment,29,45,228277493
2023-04,payment,32,45,126000
2023-04,payment,54,45,1440000
2023-04,payment,61,45,1468101474
2023-04,payment,69,45,240421739
2023-04,payment,83,45,12721492
2023-04,payment,99,45,50575360
2023-04,payment,108,45,161551141
2023-04,payment,110,45,55882314
2023-04,payment,113,45,340000
2023-04,payment,118,45,1446000
2023-04,payment,124,45,29988836
2023-04,payment,205,45,14133570
2023-04,payment,207,45,195800
2023-04,payment,223,45,1357225
2023-04,payment,225,45,58270862
2023-04,payment,228,45,340000
2023-04,payment,237,45,170000
2023-04,payment,238,45,200000
2023-04,payment,287,45,1897600
2023-04,payment,288,45,360000
2023-04,payment,318,45,1898000
2023-04,payment,325,45,2278000
2023-04,payment,328,45,102361368
2023-04,payment,331,45,624000
2023-04,payment,335,45,770000
2023-04,payment,343,45,1672800
2023-04,payment,360,45,42325000
2023-04,payment,361,45,247450163
2023-04,payment,372,45,4926050767
2023-04,payment,416,45,1836000
2023-04,payment,422,45,2422734043
2023-04,payment,426,45,18663324
2023-04,payment,427,45,21584300
2023-04,payment,429,45,4341129962
2023-04,payment,430,45,1315010985
2023-04,payment,431,45,2397627291
2023-04,payment,441,45,424819258
2023-04,payment,451,45,576091503
2023-04,payment,453,45,259745620
2023-04,payment,455,45,96583069
2023-04,payment,559,45,846207
2023-04,payment,589,45,132000
2023-04,payment,599,45,502313327
2023-04,payment,601,45,218534884
2023-04,payment,602,45,98731698
2023-04,payment,603,45,75395700
2023-04,payment,605,45,73741380
2023-04,payment,606,45,173024751
2023-04,payment,612,45,710701800
2023-04,payment,615,45,145364015
2023-04,payment,617,45,379000
2023-04,payment,620,45,62349637
2023-04,payment,625,45,7391300
2023-04,payment,626,45,81723510
2023-04,payment,634,45,29397239
2023-04,payment,640,45,35900073
2023-04,payment,641,45,57407767
2023-04,payment,648,45,2565500
2023-04,payment,651,45,5120301
2023-04,payment,654,45,50858712
2023-04,payment,662,45,19241000
2023-04,payment,664,45,300000
2023-04,payment,665,45,23796591
2023-04,payment,670,45,13782000
2023-04,payment,671,45,37023396
2023-04,payment,672,45,611508274
2023-04,payment,677,45,2357513
2023-04,payment,678,45,58882001
2023-04,payment,681,45,2795108
2023-04,payment,697,45,150000
2023-04,payment,700,45,40186721
2023-04,payment,701,45,4238000
2023-04,payment,704,45,2919000
2023-04,payment,708,45,2400017546
2023-04,payment,714,45,3781263
2023-04,payment,715,45,438000
2023-04,payment,717,45,231890
2023-04,payment,719,45,392000
2023-04,payment,721,45,34993714
2023-04,payment,737,45,28658450
2023-04,payment,738,45,41670268
2023-04,payment,739,45,2283600
2023-04,payment,744,45,15551800
2023-04,payment,747,45,40966777
2023-04,payment,752,45,5846000
2023-04,payment,755,45,349800
2023-04,payment,758,45,275000
2023-04,payment,766,45,8747398
2023-04,payment,767,45,142039470
2023-04,payment,787,45,3378000
2023-04,payment,789,45,7117139
2023-04,payment,791,45,1846755195
2023-04,payment,794,45,783258
2023-04,payment,804,45,286697061
2023-04,payment,814,45,3009000
2023-04,payment,823,45,498000
2023-04,payment,836,45,33362823
2023-04,payment,839,45,127476
2023-04,payment,842,45,800000
2023-04,payment,854,45,10520000
2023-04,payment,881,45,2700000
2023-04,payment,883,45,487883
2023-04,payment,892,45,150819410
2023-04,payment,898,45,80860923
2023-04,payment,905,45,5378000
2023-04,payment,907,45,56358566
2023-04,payment,910,45,47400
2023-04,payment,936,45,9458170
2023-04,payment,943,45,1660000
2023-04,payment,984,45,56811226
2023-04,payment,988,45,11235000
2023-04,payment,992,45,33112076
2023-04,payment,1013,45,1053000
2023-04,payment,1014,45,13052041
2023-04,payment,1016,45,6255000
2023-04,payment,1020,45,2711500
2023-04,payment,1023,45,84373379
2023-04,payment,1051,45,780000
2023-04,payment,1057,45,36607108
2023-04,payment,1059,45,7450781
2023-04,payment,1063,45,409387153
2023-04,payment,1078,45,57927840
2023-04,payment,1084,45,4657850
2023-04,payment,1110,45,13211280
2023-04,payment,1113,45,2470306
2023-04,payment,1122,45,1349330
2023-04,payment,1125,45,36086000
2023-04,payment,1130,45,9150000
2023-04,payment,1143,45,229644554
2023-04,payment,1151,45,7469000
2023-04,payment,1154,45,45506900
2023-04,payment,1156,45,5967000
2023-04,payment,1163,45,7469786
2023-04,payment,1173,45,3325000
2023-04,payment,1195,45,525000
2023-04,payment,1200,45,25110650
2023-04,payment,1207,45,99403488
2023-04,payment,1217,45,268400
2023-04,payment,1223,45,235000
2023-04,payment,1232,45,3928100
2023-04,payment,1236,45,822000
2023-04,payment,1243,45,3828000
2023-04,payment,1249,45,667973
2023-04,payment,1251,45,7175000
2023-04,payment,1277,45,28289485
2023-04,payment,1278,45,1242000
2023-04,payment,1305,45,113342057
2023-04,payment,1306,45,46897534
2023-04,payment,1311,45,2758000
2023-04,payment,1312,45,690000
2023-04,payment,1313,45,240000
2023-04,payment,1316,45,36295605
2023-04,payment,1326,45,62922215
2023-04,payment,1330,45,214673758
2023-04,payment,1337,45,34767094
2023-04,payment,1347,45,7692000
2023-04,payment,1350,45,300000
2023-04,payment,1397,45,4571022
2023-04,payment,1400,45,891510
2023-04,payment,1403,45,138074217
2023-04,payment,1404,45,2437000
2023-04,payment,1435,45,65137022
2023-04,payment,1441,45,1296000
2023-04,payment,1442,45,292136167
2023-04,payment,1452,45,109838194
2023-04,payment,1461,45,4886510
2023-04,payment,1463,45,1917000
2023-04,payment,1472,45,42500
2023-04,payment,1478,45,575000
2023-04,payment,1479,45,387000
2023-04,payment,1486,45,48846292
2023-04,payment,1491,45,1188000
2023-04,payment,1494,45,367294167
2023-04,payment,1495,45,703560
2023-04,payment,1497,45,1422500
2023-04,payment,1506,45,9648512
2023-04,payment,1509,45,330813455
2023-04,payment,1546,45,3888892
2023-04,payment,1563,45,7161900
2023-04,payment,1574,45,836000
2023-04,payment,1578,45,881000
2023-04,payment,1582,45,18894373
2023-04,payment,1583,45,54063389
2023-04,payment,1584,45,37320516
2023-04,payment,1585,45,44901466
2023-04,payment,1586,45,64375661
2023-04,payment,1587,45,140200801
2023-04,payment,1609,45,6937948
2023-04,payment,1614,45,1908000
2023-04,payment,1621,45,242876262
2023-04,payment,1622,45,19388001
2023-04,payment,1627,45,6109000
2023-04,payment,1629,45,22756000
2023-04,payment,1630,45,1146000
2023-04,payment,1644,45,5407995
2023-04,payment,1645,45,11831402
2023-04,payment,1646,45,298000
2023-04,payment,1650,45,440200
2023-04,payment,1668,45,524000
2023-04,payment,1675,45,2382089308
2023-04,payment,1677,45,1963250
2023-04,payment,1678,45,178000
2023-04,payment,1679,45,11541800
2023-04,payment,1683,45,310800
2023-04,payment,1684,45,105800
2023-04,payment,1687,45,1779755
2023-04,payment,1688,45,1851112
